num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
2,0,0,103,18,6,5,MELPEN,Australia,1,0,0,8.83,0
2,0,0,53,63,12,5,MELPEN,Australia,0,0,0,8.83,0
4,0,0,335,17,8,4,MELPEN,Australia,1,0,1,8.83,0
1,0,0,269,89,22,5,MELPEN,Australia,1,1,1,8.83,0
1,0,0,265,89,12,0,MELPEN,Australia,1,1,1,8.83,0
3,1,0,54,28,14,4,MELPEN,Malaysia,1,0,1,8.83,0
2,0,0,69,23,13,2,MELPEN,Hong Kong,0,0,0,8.83,0
1,0,0,15,18,4,6,MELPEN,Malaysia,1,0,1,8.83,0
2,0,0,294,31,11,1,MELPEN,Malaysia,1,0,1,8.83,0
1,1,0,26,22,11,4,MELPEN,Malaysia,0,0,1,8.83,0
1,0,0,43,90,8,6,MELPEN,Malaysia,1,0,1,8.83,0
1,0,0,15,22,3,2,MELPEN,Malaysia,1,1,1,8.83,0
1,0,0,120,23,3,4,MELPEN,Malaysia,1,1,1,8.83,0
1,0,0,219,30,13,5,MELPEN,Australia,1,0,1,8.83,0
1,0,0,35,22,8,0,MELPEN,Australia,1,1,1,8.83,0
1,0,0,135,70,1,2,MELPEN,Malaysia,1,0,0,8.83,1
2,0,0,32,24,10,5,MELPEN,Malaysia,1,1,0,8.83,0
1,0,0,119,38,6,4,MELPEN,Australia,1,0,0,8.83,1
2,0,0,90,32,4,6,MELPEN,Australia,1,1,1,8.83,0
1,0,0,106,22,6,5,MELPEN,Australia,1,0,0,8.83,0
1,0,0,126,89,8,5,MELPEN,Australia,1,1,1,8.83,0
1,0,0,187,46,0,5,MELPEN,Australia,1,1,1,8.83,0
2,0,0,9,18,21,3,MELPEN,Australia,1,1,1,8.83,0
2,0,0,192,182,8,3,MELPEN,Malaysia,1,1,0,8.83,0
2,0,0,216,21,7,3,MELPEN,Malaysia,1,1,1,8.83,0
1,0,0,69,30,7,6,MELPEN,Australia,1,0,1,8.83,0
2,0,0,12,32,10,0,MELPEN,Australia,1,0,1,8.83,0
1,0,0,93,57,3,1,MELPEN,Australia,1,0,1,8.83,0
2,0,0,74,71,11,5,MELPEN,Australia,1,0,1,8.83,0
1,0,0,131,70,9,4,MELPEN,Malaysia,1,0,0,8.83,0
1,0,0,268,33,17,1,MELPEN,Malaysia,1,1,1,8.83,0
1,0,0,49,78,2,4,MELPEN,Australia,1,1,1,8.83,0
1,0,0,20,30,14,1,MELPEN,Australia,1,0,1,8.83,0
1,0,0,50,31,9,3,MELPEN,Australia,1,0,0,8.83,0
4,0,0,168,20,2,3,MELPEN,Australia,1,1,1,8.83,0
1,0,0,204,31,10,5,MELPEN,Australia,0,1,0,8.83,0
2,0,0,238,47,5,5,MELPEN,Malaysia,0,1,1,8.83,0
1,0,0,181,54,6,2,MELPEN,Malaysia,1,0,1,8.83,1
1,0,0,32,151,2,5,MELPEN,Malaysia,1,1,1,8.83,0
1,0,0,9,34,10,2,MELPEN,Australia,1,1,1,8.83,0
1,1,0,13,21,4,3,MELPEN,Malaysia,0,1,0,8.83,1
4,0,0,83,22,13,0,MELPEN,Malaysia,1,0,1,8.83,0
1,0,0,3,22,7,4,MELPEN,Malaysia,1,1,1,8.83,0
1,0,0,399,40,1,0,MELPEN,Australia,1,1,0,8.83,0
2,0,0,193,23,4,4,MELPEN,Australia,1,1,1,8.83,0
1,0,0,157,20,5,1,MELPEN,Malaysia,1,1,1,8.83,1
1,0,0,307,30,14,3,MELPEN,Australia,1,1,1,8.83,0
1,0,0,48,104,11,1,MELPEN,Australia,1,1,1,8.83,0
1,0,0,22,55,3,1,MELPEN,Malaysia,1,1,1,8.83,0
2,0,0,36,21,3,6,MELPEN,Malaysia,1,0,1,8.83,0
1,0,0,111,17,8,4,MELPEN,Australia,1,1,0,8.83,0
2,0,0,210,28,7,1,MELPEN,Australia,1,0,1,8.83,0
1,0,0,66,29,14,1,MELPEN,Malaysia,1,1,1,8.83,0
1,1,0,26,347,17,3,MELPEN,Malaysia,1,1,0,8.83,0
1,1,0,19,89,13,6,MELPEN,Australia,1,1,1,8.83,0
1,1,0,64,87,12,3,MELPEN,Australia,1,0,0,8.83,1
1,0,0,216,57,7,3,MELPEN,Australia,1,0,0,8.83,0
2,0,0,238,45,2,2,MELPEN,Malaysia,0,0,1,8.83,0
1,0,0,53,110,5,6,MELPEN,Australia,1,1,0,8.83,0
1,0,0,37,23,4,3,MELPEN,Australia,1,1,1,8.83,0
2,0,0,132,44,5,1,MELPEN,Singapore,1,0,1,8.83,0
1,1,0,2,40,12,2,MELPEN,Malaysia,1,1,1,8.83,1
1,0,0,310,28,8,2,MELPEN,Australia,1,0,1,8.83,0
2,0,0,91,28,8,5,MELPEN,Malaysia,1,0,1,8.83,1
3,1,0,64,25,7,2,MELPEN,Australia,1,1,1,8.83,0
1,0,0,38,28,3,3,MELPEN,Malaysia,1,1,1,8.83,0
1,0,0,63,131,7,3,MELPEN,Australia,1,0,0,8.83,0
1,0,0,6,1,5,0,MELPEN,Malaysia,0,0,1,8.83,0
4,0,0,128,23,11,2,MELPEN,Australia,1,1,1,8.83,0
1,0,0,5,24,14,6,MELPEN,Australia,1,0,1,8.83,0
2,0,0,8,30,7,4,MELPEN,Malaysia,0,0,0,8.83,0
1,0,0,72,20,10,5,MELPEN,Australia,1,0,1,8.83,0
1,0,0,78,103,6,0,MELPEN,Australia,1,0,1,8.83,0
1,0,0,9,22,2,3,MELPEN,Australia,1,0,1,8.83,0
1,0,0,12,76,8,6,MELPEN,Australia,1,0,1,8.83,1
2,0,0,58,45,12,4,MELPEN,Malaysia,1,1,1,8.83,0
2,0,0,261,78,11,4,MELPEN,Australia,1,1,0,8.83,0
2,0,0,31,111,3,1,MELPEN,Australia,1,1,0,8.83,0
1,0,0,193,20,3,3,MELPEN,Australia,1,0,1,8.83,0
1,0,0,14,35,23,0,MELPEN,Australia,0,1,1,8.83,0
2,0,0,128,22,7,5,MELPEN,Australia,1,0,1,8.83,1
2,0,0,72,17,14,4,MELPEN,Malaysia,1,1,0,8.83,0
1,0,0,5,183,13,5,MELPEN,Australia,1,0,1,8.83,0
1,0,0,15,71,2,6,MELPEN,Australia,1,0,1,8.83,1
1,1,0,15,27,2,4,MELPEN,Malaysia,1,0,0,8.83,0
2,0,0,4,90,4,6,MELPEN,Malaysia,1,0,1,8.83,0
2,0,0,172,28,14,1,MELPEN,Hong Kong,0,0,0,8.83,0
2,0,0,21,18,2,6,MELPEN,Malaysia,1,0,0,8.83,0
1,0,0,7,1,1,0,MELPEN,Australia,0,0,1,8.83,0
1,0,0,8,20,8,5,MELPEN,Malaysia,1,1,1,8.83,0
1,0,0,163,46,13,1,MELPEN,Australia,1,0,1,8.83,0
1,0,0,7,73,10,0,MELPEN,Australia,1,0,1,8.83,0
2,0,0,250,29,22,1,MELPEN,Australia,1,1,1,8.83,0
1,0,0,35,89,5,4,MELPEN,Australia,1,0,1,8.83,1
1,0,0,53,89,10,2,MELPEN,Malaysia,1,1,0,8.83,0
1,0,0,35,17,5,3,MELPEN,Australia,0,0,0,8.83,0
1,0,0,4,40,14,5,MELPEN,Australia,1,1,1,8.83,0
1,0,0,8,79,12,3,MELPEN,Australia,1,0,1,8.83,0
1,0,0,33,36,6,1,MELPEN,Australia,1,1,0,8.83,0
1,0,0,7,316,16,3,MELPEN,Malaysia,1,0,0,8.83,0
2,0,0,234,18,3,1,MELPEN,Australia,1,0,0,8.83,0
2,0,0,68,17,6,2,MELPEN,Hong Kong,0,0,0,8.83,0
1,0,0,7,23,5,3,MELPEN,Australia,1,1,1,8.83,0
1,1,0,5,52,10,4,MELPEN,Australia,1,0,0,8.83,0
2,0,0,73,88,1,1,MELPEN,Malaysia,1,0,1,8.83,1
1,0,0,141,21,12,2,MELPEN,Australia,1,0,1,8.83,0
1,0,0,184,20,2,6,MELPEN,Malaysia,1,1,1,8.83,0
1,1,0,40,32,4,4,MELPEN,Malaysia,1,1,1,8.83,0
1,0,0,11,68,6,6,MELPEN,Australia,1,0,0,8.83,0
1,0,0,19,29,19,1,MELPEN,Malaysia,1,0,0,8.83,0
1,0,0,21,19,12,5,MELPEN,Malaysia,1,1,1,8.83,0
1,0,0,73,18,10,1,MELPEN,Malaysia,0,1,1,8.83,1
1,1,0,19,84,9,0,MELPEN,Malaysia,1,0,1,8.83,0
2,0,0,7,46,4,4,MELPEN,Malaysia,1,1,1,8.83,1
1,0,0,105,80,11,2,MELPEN,Malaysia,1,0,0,8.83,0
2,0,0,102,21,5,0,MELPEN,Malaysia,0,0,1,8.83,1
1,0,0,13,1,14,6,MELPEN,Malaysia,1,1,1,8.83,1
1,0,0,110,17,0,6,MELPEN,Malaysia,1,0,1,8.83,0
2,0,0,20,23,2,6,MELPEN,Malaysia,1,0,0,8.83,0
1,0,0,205,91,10,1,MELPEN,Malaysia,1,1,0,8.83,0
3,0,0,56,18,11,0,MELPEN,Malaysia,1,1,1,8.83,1
2,0,0,33,21,4,2,MELPEN,Malaysia,1,1,0,8.83,0
2,0,0,9,35,7,0,MELPEN,Australia,1,1,1,8.83,0
1,0,0,51,31,13,5,MELPEN,Malaysia,1,0,0,8.83,0
2,0,0,62,33,7,3,MELPEN,Australia,1,1,1,8.83,0
1,0,0,43,22,2,5,MELPEN,Malaysia,1,1,1,8.83,1
1,0,0,37,22,6,4,MELPEN,Malaysia,1,1,0,8.83,0
1,0,0,19,22,4,2,MELPEN,Malaysia,1,0,0,8.83,0
2,0,0,202,28,8,0,MELPEN,Malaysia,1,1,0,8.83,0
1,0,0,95,88,4,3,MELPEN,Malaysia,1,0,0,8.83,0
1,0,0,19,177,13,6,MELPEN,Australia,1,1,1,8.83,0
2,0,0,33,46,9,4,MELPEN,Australia,1,1,1,8.83,0
2,1,0,40,26,9,4,MELPEN,Australia,1,0,0,8.83,0
2,0,0,53,277,20,5,MELPEN,Australia,0,0,0,8.83,0
1,0,0,0,34,3,2,MELPEN,Australia,0,0,0,8.83,0
1,0,0,16,18,15,1,MELPEN,Malaysia,0,0,1,8.83,1
1,0,0,30,88,1,6,MELPEN,Malaysia,1,0,0,8.83,1
1,0,0,28,27,10,3,MELPEN,Malaysia,1,0,0,8.83,0
1,0,0,2,1,10,6,MELPEN,Malaysia,1,0,0,8.83,1
1,1,0,140,35,5,0,MELPEN,Australia,1,0,1,8.83,0
1,1,0,6,40,13,3,MELPEN,Australia,1,1,0,8.83,0
1,0,0,146,21,14,0,MELPEN,Australia,1,1,1,8.83,0
1,0,0,3,88,9,5,MELPEN,Australia,1,1,1,8.83,0
1,1,0,15,27,2,4,MELPEN,Malaysia,1,0,0,8.83,0
1,0,0,37,22,6,4,MELPEN,Malaysia,1,1,0,8.83,0
1,0,0,3,41,3,0,MELPEN,Malaysia,1,1,0,8.83,0
1,0,0,18,20,9,3,MELPEN,Malaysia,1,0,1,8.83,1
1,0,0,1,19,6,2,MELPEN,Australia,1,0,0,8.83,0
1,0,0,1,45,20,3,MELPEN,Australia,1,0,1,8.83,1
1,0,0,90,105,7,3,MELPEN,Malaysia,1,1,1,8.83,0
1,0,0,59,81,8,4,MELPEN,Malaysia,1,0,0,8.83,0
1,1,0,87,37,12,6,MELPEN,Australia,1,1,1,8.83,0
2,0,0,39,20,4,5,MELPEN,Malaysia,1,0,1,8.83,0
1,0,0,74,21,4,5,MELPEN,Australia,1,1,0,8.83,0
1,0,0,90,22,6,0,MELPEN,Malaysia,0,0,0,8.83,0
1,1,0,31,21,9,4,MELPEN,Malaysia,1,1,1,8.83,0
1,1,0,29,19,12,2,MELPEN,Australia,1,0,0,8.83,1
2,0,0,83,122,11,3,MELPEN,Australia,1,1,1,8.83,0
2,0,0,350,18,2,2,MELPNH,Australia,1,1,0,8.83,0
1,0,0,116,62,11,0,MELPNH,Australia,1,0,0,8.83,0
1,0,0,16,22,12,5,MELPNH,Australia,0,0,0,8.83,0
1,0,0,48,22,7,6,MELPNH,Australia,0,0,0,8.83,0
1,1,0,22,19,1,3,MELPNH,Nepal,1,1,1,8.83,0
1,0,0,62,20,5,2,MELPNH,Australia,0,0,0,8.83,0
1,0,0,124,29,4,5,MELPNH,Cambodia,0,0,0,8.83,0
1,0,0,28,19,4,4,MELPNH,Australia,1,0,0,8.83,0
2,0,0,35,194,2,0,MELPNH,Australia,1,1,1,8.83,0
1,0,0,90,24,13,6,MELPNH,Australia,1,0,0,8.83,0
1,0,0,29,17,12,4,MELPNH,Australia,1,0,1,8.83,0
1,0,0,54,18,2,6,MELPNH,Australia,0,0,1,8.83,0
2,0,0,306,31,0,2,MELPNH,Australia,1,1,1,8.83,0
1,0,0,385,26,12,1,MELPNH,Australia,1,1,0,8.83,0
1,0,0,142,24,7,6,MELPNH,Australia,1,1,1,8.83,0
1,0,0,54,33,8,5,MELPNH,Australia,1,1,0,8.83,0
5,0,0,296,61,6,2,MELPNH,Australia,0,1,0,8.83,1
3,0,0,161,22,11,5,MELPNH,Australia,1,1,0,8.83,0
1,0,0,124,81,6,4,MELPNH,Australia,1,0,0,8.83,0
1,0,0,16,21,20,5,MELPNH,Australia,1,0,0,8.83,0
1,0,0,40,31,10,5,MELPNH,Australia,0,0,0,8.83,0
2,0,0,26,29,5,4,MELPNH,Cambodia,1,1,1,8.83,1
1,0,0,20,22,6,6,MELPNH,Australia,0,0,1,8.83,0
1,0,0,187,39,5,0,MELPNH,Australia,1,0,0,8.83,0
1,0,0,76,18,23,3,MELPNH,Australia,1,0,0,8.83,0
1,0,0,16,34,10,5,MELPNH,Australia,0,0,0,8.83,0
1,0,0,46,28,23,4,MELPNH,Australia,0,1,0,8.83,0
1,0,0,268,18,12,1,MELPNH,Cambodia,1,0,0,8.83,0
2,0,0,103,20,9,4,MELPNH,Australia,1,0,1,8.83,0
2,0,0,252,35,4,3,MELPNH,Australia,0,0,0,8.83,0
1,0,0,278,65,2,4,MELPNH,Australia,0,0,0,8.83,0
2,0,0,70,29,23,5,MELPNH,Colombia,1,1,0,8.83,0
1,0,0,104,31,5,3,MELPNH,Australia,1,0,0,8.83,0
2,0,0,117,28,8,0,MELPNH,Australia,1,1,1,8.83,0
5,0,0,143,17,11,5,MELPNH,Australia,1,1,1,8.83,0
1,0,0,77,23,12,2,MELPNH,Australia,1,1,1,8.83,1
1,0,0,83,23,2,1,MELPNH,Australia,1,0,0,8.83,0
1,0,0,148,61,5,3,MELPNH,Cambodia,0,1,0,8.83,1
1,0,0,33,18,0,0,MELPNH,Australia,1,0,0,8.83,0
1,0,0,118,19,14,4,MELPNH,Australia,1,0,0,8.83,0
2,0,0,42,17,5,2,MELPNH,Australia,1,0,0,8.83,0
4,0,0,62,21,16,1,MELPNH,Cambodia,1,1,1,8.83,0
1,0,0,6,98,6,2,MELPNH,Australia,0,0,0,8.83,0
2,0,0,41,23,9,3,MELPNH,Australia,1,0,0,8.83,0
1,0,0,41,29,11,6,MELPNH,Cambodia,0,0,0,8.83,0
1,0,0,26,27,1,6,MELPNH,Australia,0,0,0,8.83,0
1,0,0,8,148,3,2,MELPNH,Australia,1,0,0,8.83,0
2,0,0,35,36,2,2,MELPNH,Australia,1,0,0,8.83,0
1,0,0,18,33,11,4,MELPNH,Australia,1,0,1,8.83,0
1,0,0,17,32,13,3,MELPNH,Australia,0,0,1,8.83,0
1,0,0,27,23,8,4,MELPNH,Australia,1,0,1,8.83,0
1,0,0,272,18,11,3,MELPNH,Australia,1,1,1,8.83,0
1,0,0,70,19,10,1,MELPNH,Australia,1,0,0,8.83,0
1,0,0,4,85,9,2,MELPNH,Australia,1,0,0,8.83,0
1,0,0,12,29,9,1,MELPNH,Australia,1,0,0,8.83,0
1,0,0,79,30,6,3,MELPNH,Australia,0,0,0,8.83,0
2,0,0,137,19,10,1,MELPNH,Australia,1,0,1,8.83,0
1,0,0,104,31,5,3,MELPNH,Australia,1,0,0,8.83,0
1,0,0,124,58,10,2,MELPNH,Australia,1,0,1,8.83,0
1,0,0,21,28,13,6,MELPNH,Cambodia,1,1,1,8.83,1
1,0,0,36,17,11,3,MELPNH,Australia,1,0,1,8.83,0
1,0,0,1,19,6,3,MELPNH,Australia,0,0,0,8.83,0
1,0,0,226,20,23,0,MELPNH,Australia,1,1,0,8.83,0
1,0,0,154,17,8,2,MELPNH,Australia,1,0,1,8.83,0
1,0,0,54,18,12,1,MELPNH,Australia,1,0,1,8.83,0
1,0,0,26,32,9,2,MELPNH,Australia,0,0,0,8.83,0
1,0,0,26,35,11,2,MELPNH,Australia,1,0,0,8.83,0
2,0,0,41,23,12,1,MELPNH,Australia,1,0,1,8.83,0
1,0,0,1,17,4,3,MELPNH,Australia,0,0,0,8.83,0
1,0,0,34,17,5,1,MELPNH,Australia,1,1,0,8.83,0
1,1,0,1,28,6,5,MELPNH,Australia,0,1,0,8.83,0
1,0,0,79,31,23,5,MELPNH,Australia,1,0,1,8.83,0
2,0,0,84,19,5,4,MELPNH,Australia,1,1,0,8.83,0
1,0,0,156,27,6,2,MELPNH,Australia,1,0,0,8.83,0
2,0,0,92,43,11,5,MELPNH,Australia,1,0,0,8.83,0
3,0,0,19,30,10,6,MELPNH,Australia,0,0,1,8.83,0
1,0,0,385,19,23,1,MELPNH,Australia,1,0,0,8.83,0
1,0,0,340,34,9,6,MELPNH,Australia,0,1,0,8.83,0
1,0,0,64,17,21,6,MELPNH,Australia,1,1,0,8.83,0
1,0,0,2,74,7,4,MELPNH,Australia,1,0,0,8.83,1
2,0,0,163,20,1,5,MELPNH,Australia,1,0,0,8.83,0
1,0,0,3,59,2,4,MELPNH,Australia,1,0,0,8.83,0
1,0,0,7,32,8,0,MELPNH,Australia,1,1,1,8.83,0
1,0,0,22,34,8,4,MELPNH,Australia,1,1,1,8.83,0
1,0,0,75,30,12,2,MELPNH,Australia,1,0,0,8.83,0
1,0,0,188,38,2,2,MELPNH,Australia,0,0,0,8.83,0
6,0,0,201,20,4,3,MELPNH,Australia,1,0,0,8.83,0
2,0,0,55,23,0,4,MELPNH,Australia,1,0,0,8.83,0
1,0,0,95,17,3,5,MELPNH,Australia,0,1,0,8.83,0
1,0,0,6,41,3,5,MELPNH,Australia,1,0,0,8.83,0
1,0,0,77,27,2,4,MELPNH,Cambodia,1,0,1,8.83,0
1,0,0,55,43,2,0,MELPNH,Laos,0,0,0,8.83,0
1,0,0,92,17,6,4,MELPNH,Australia,1,1,0,8.83,1
2,0,0,265,17,22,5,MELPNH,Australia,1,1,0,8.83,0
2,0,0,156,33,0,6,MELPNH,Australia,0,0,0,8.83,0
1,0,0,7,28,12,5,MELPNH,Cambodia,1,0,0,8.83,0
1,0,0,6,52,2,6,MELPNH,Australia,1,1,1,8.83,1
2,0,0,116,20,23,0,MELPNH,United States,1,0,1,8.83,0
4,0,0,175,23,5,3,MELPNH,Australia,1,0,0,8.83,1
2,0,0,53,193,7,4,MELPNH,Australia,1,1,1,8.83,0
1,0,0,76,21,8,0,MELPNH,Australia,0,1,0,8.83,0
1,0,0,6,43,6,5,MELPNH,Australia,1,0,1,8.83,0
1,0,0,281,27,14,3,MELPNH,Cambodia,0,0,0,8.83,0
1,0,0,39,42,7,3,MELPNH,Australia,1,0,0,8.83,0
1,0,0,150,30,7,3,MELPNH,Australia,1,0,0,8.83,0
1,0,0,19,43,8,2,MELPNH,Australia,1,1,1,8.83,0
2,0,0,24,32,23,2,MELPNH,Australia,1,1,0,8.83,0
1,0,0,130,24,11,4,MELPNH,Cambodia,1,0,1,8.83,0
1,0,0,53,201,11,5,MELPUS,South Korea,1,0,0,8.83,0
1,0,0,25,84,12,0,MELPUS,South Korea,1,0,1,8.83,0
1,1,0,3,57,8,3,MELPUS,South Korea,1,0,1,8.83,0
1,0,0,26,88,14,4,MELPUS,South Korea,1,0,1,8.83,0
2,0,2,91,23,10,4,MELPUS,Australia,1,0,0,8.83,0
2,0,0,258,19,9,5,MELPUS,Australia,0,1,1,8.83,0
1,0,0,36,21,7,1,MELPUS,South Korea,1,0,1,8.83,0
2,0,0,9,21,12,0,MELPUS,South Korea,1,1,1,8.83,0
1,0,0,178,57,17,6,MELPUS,South Korea,0,0,0,8.83,0
2,0,2,150,18,7,3,MELPUS,South Korea,1,0,0,8.83,0
3,0,0,9,28,3,2,MELPUS,Australia,1,0,1,8.83,0
1,0,0,50,108,15,2,MELPUS,Australia,1,0,1,8.83,0
1,0,0,77,28,6,4,MELPUS,Australia,1,0,1,8.83,0
1,0,0,82,30,14,4,MELPUS,Australia,0,0,1,8.83,0
1,0,0,4,20,10,6,MELPUS,Australia,1,0,0,8.83,0
1,0,0,10,20,4,4,MELPUS,South Korea,0,0,0,8.83,0
1,1,0,17,32,14,2,MELPUS,South Korea,1,1,0,8.83,0
1,0,0,71,30,2,5,MELPUS,Australia,1,0,1,8.83,0
1,0,0,28,19,10,6,MELPUS,South Korea,1,1,1,8.83,0
1,0,0,34,30,10,5,MELPUS,Australia,1,0,0,8.83,0
2,0,2,183,17,13,1,MELPUS,South Korea,0,0,0,8.83,0
1,0,2,23,22,12,0,MELPUS,Australia,1,1,1,8.83,0
1,0,0,53,24,15,6,MELPUS,Australia,0,0,0,8.83,0
1,1,0,5,80,13,6,MELPUS,South Korea,0,0,0,8.83,0
1,0,0,66,18,13,2,MELPUS,South Korea,0,0,0,8.83,0
1,0,0,38,28,10,6,MELPUS,Australia,1,0,1,8.83,0
1,0,0,12,31,17,4,MELPUS,Australia,1,0,0,8.83,0
1,0,2,293,24,11,0,MELPUS,South Korea,1,0,0,8.83,0
1,0,0,56,18,1,2,MELPUS,South Korea,1,0,1,8.83,0
1,0,0,29,278,16,1,MELPUS,South Korea,1,0,1,8.83,0
1,0,0,22,19,5,4,MELPUS,South Korea,0,0,0,8.83,0
1,0,0,3,20,13,6,MELPUS,Australia,1,1,1,8.83,0
1,0,0,54,22,21,5,MELPUS,Australia,1,1,1,8.83,0
1,0,0,39,169,7,4,MELPUS,South Korea,1,1,1,8.83,0
1,0,0,37,20,6,1,MELPUS,Australia,1,1,0,8.83,0
1,0,0,30,21,2,0,MELPUS,Australia,1,0,0,8.83,0
2,0,0,79,26,3,2,MELPUS,South Korea,0,0,0,8.83,0
1,0,0,39,22,6,2,MELPUS,South Korea,0,0,0,8.83,0
1,0,0,40,1,8,1,MELPUS,India,0,1,1,8.83,0
1,0,0,44,27,9,1,MELPUS,Australia,1,0,1,8.83,0
1,0,0,11,75,8,2,MELPUS,South Korea,1,0,1,8.83,0
1,0,0,73,56,6,6,MELPUS,Australia,1,0,1,8.83,0
1,0,0,67,69,16,5,MELPVG,Japan,1,0,1,8.83,0
1,0,0,15,27,9,3,MELPVG,Australia,1,1,1,8.83,0
1,0,0,128,26,3,1,MELPVG,Australia,1,1,1,8.83,0
1,0,0,29,27,23,2,MELPVG,Australia,1,1,0,8.83,0
3,0,0,47,19,18,5,MELPVG,China,1,1,1,8.83,0
1,0,0,53,17,5,3,MELPVG,United States,0,0,1,8.83,0
7,0,0,48,20,10,2,MELPVG,China,1,0,0,8.83,0
1,0,0,85,23,5,4,MELPVG,United States,0,0,0,8.83,0
1,0,0,97,35,10,6,MELPVG,Japan,1,0,0,8.83,0
1,0,0,45,44,1,2,MELPVG,Australia,1,1,1,8.83,0
1,0,0,23,21,12,4,MELPVG,Australia,1,1,1,8.83,0
1,0,0,60,22,11,3,MELPVG,China,1,0,0,8.83,0
1,0,0,32,42,16,4,MELPVG,China,1,0,0,8.83,0
1,0,0,42,30,3,1,MELPVG,Australia,1,1,0,8.83,0
1,0,0,19,45,14,1,MELPVG,China,1,0,0,8.83,0
1,0,0,53,34,10,6,MELPVG,China,1,0,0,8.83,0
1,0,0,2,29,11,2,MELPVG,Australia,0,0,0,8.83,0
1,0,0,9,20,1,5,MELPVG,China,1,1,1,8.83,0
1,0,0,6,156,13,4,MELPVG,China,1,0,0,8.83,1
2,0,2,107,17,14,0,MELPVG,China,0,0,0,8.83,0
1,0,0,26,35,16,0,MELPVG,China,0,0,0,8.83,0
1,0,0,44,18,5,0,MELPVG,China,1,0,0,8.83,1
1,0,0,245,29,17,1,MELPVG,Australia,1,0,0,8.83,0
1,0,0,36,37,19,5,MELPVG,Australia,1,1,1,8.83,0
1,0,0,42,30,14,1,MELPVG,Australia,1,1,1,8.83,0
1,0,0,42,30,15,1,MELPVG,Australia,1,1,1,8.83,0
1,0,0,39,24,15,5,MELPVG,Australia,0,0,0,8.83,0
2,0,0,281,75,7,2,MELPVG,China,1,1,1,8.83,0
1,0,0,88,23,8,5,MELPVG,Australia,0,0,0,8.83,0
1,0,0,108,17,11,6,MELPVG,Australia,1,0,1,8.83,0
1,0,0,10,18,9,0,MELPVG,Australia,1,0,1,8.83,0
1,0,0,11,29,4,1,MELPVG,Australia,0,0,0,8.83,0
1,0,0,98,24,14,0,MELPVG,China,0,0,0,8.83,0
2,0,0,102,24,1,4,MELPVG,China,1,0,1,8.83,1
1,0,0,142,21,11,0,MELPVG,Australia,1,0,0,8.83,0
1,0,0,93,19,1,5,MELPVG,China,1,0,0,8.83,1
1,0,0,49,36,8,5,MELPVG,Australia,1,1,1,8.83,1
4,0,0,160,18,13,2,MELPVG,China,1,0,1,8.83,0
1,0,0,114,34,14,6,MELPVG,Australia,1,0,1,8.83,0
1,0,0,4,19,7,6,MELPVG,Australia,1,0,0,8.83,0
1,0,0,105,27,10,6,MELPVG,Japan,1,0,0,8.83,0
4,0,0,138,20,21,6,MELPVG,Australia,0,0,0,8.83,0
1,0,0,143,26,10,4,MELPVG,Australia,1,0,0,8.83,0
1,0,0,64,17,4,1,MELPVG,Australia,1,1,1,8.83,0
1,1,0,20,41,14,0,MELPVG,China,1,0,1,8.83,0
1,0,0,135,21,10,6,MELPVG,Australia,1,0,0,8.83,0
1,0,0,92,21,8,0,MELPVG,China,1,0,0,8.83,0
2,0,0,8,28,12,2,MELPVG,Australia,1,0,1,8.83,0
1,1,0,69,24,6,6,MELPVG,Australia,1,0,0,8.83,0
1,0,0,15,94,12,4,MELPVG,China,1,0,0,8.83,0
1,0,0,97,30,2,4,MELPVG,Australia,0,1,1,8.83,0
1,0,0,23,27,7,5,MELPVG,Australia,1,0,0,8.83,0
4,0,2,119,21,16,6,MELPVG,Taiwan,1,1,0,8.83,0
4,0,0,121,20,13,4,MELPVG,China,1,0,1,8.83,0
3,0,0,20,22,18,4,MELPVG,China,1,0,0,8.83,0
1,0,0,23,27,3,5,MELPVG,Australia,1,1,0,8.83,0
1,0,0,4,33,9,4,MELPVG,Australia,0,0,1,8.83,0
1,0,0,104,180,10,6,MELPVG,China,0,0,0,8.83,0
1,1,0,18,145,8,3,MELPVG,China,0,0,1,8.83,0
2,0,0,32,31,12,5,MELPVG,China,1,0,0,8.83,0
1,0,0,54,53,12,4,MELPVG,Australia,1,0,0,8.83,0
1,0,0,63,92,14,3,MELPVG,Australia,1,1,1,8.83,0
2,0,0,10,39,15,2,MELPVG,Australia,1,0,1,8.83,0
1,0,0,60,91,0,4,MELPVG,Australia,1,0,0,8.83,0
1,0,1,5,18,4,4,MELPVG,Australia,1,1,1,8.83,0
1,0,0,2,17,7,6,MELPVG,Australia,0,0,1,8.83,0
1,0,0,102,29,13,1,MELPVG,(not set),1,0,1,8.83,0
1,0,0,93,90,6,1,MELPVG,Australia,1,0,1,8.83,0
1,0,2,69,25,5,3,MELPVG,Australia,1,0,0,8.83,0
2,0,0,217,90,12,3,MELPVG,Australia,1,1,1,8.83,0
2,1,0,153,36,7,6,MELPVG,China,1,0,0,8.83,0
1,0,0,72,17,11,2,MELPVG,Australia,1,0,0,8.83,0
2,0,0,152,91,13,4,MELPVG,Australia,1,1,1,8.83,0
1,0,0,44,125,23,3,MELPVG,Australia,1,0,1,8.83,0
